"타임스탬프","총점","1. 2026년 기준, 한 달 평균 영화관 관람 횟수는 몇 회입니까?","1. 2026년 기준, 한 달 평균 영화관 관람 횟수는 몇 회입니까?[점수]","1. 2026년 기준, 한 달 평균 영화관 관람 횟수는 몇 회입니까?[의견]","2. 영화를 선택할 때 가장 중요하게 고려하는 요소는 무엇입니까?","2. 영화를 선택할 때 가장 중요하게 고려하는 요소는 무엇입니까?[점수]","2. 영화를 선택할 때 가장 중요하게 고려하는 요소는 무엇입니까?[의견]","3. 최근 영화관에서 영화를 관람한 시기는 언제입니까?","3. 최근 영화관에서 영화를 관람한 시기는 언제입니까?[점수]","3. 최근 영화관에서 영화를 관람한 시기는 언제입니까?[의견]","4. 3에서 응답한 해당 시기에 관람한 영화의 제목은 무엇입니까?","4. 3에서 응답한 해당 시기에 관람한 영화의 제목은 무엇입니까?[점수]","4. 3에서 응답한 해당 시기에 관람한 영화의 제목은 무엇입니까?[의견]","5. 최근 관람한 영화를 선택한 가장 큰 이유는 무엇입니까?","5. 최근 관람한 영화를 선택한 가장 큰 이유는 무엇입니까?[점수]","5. 최근 관람한 영화를 선택한 가장 큰 이유는 무엇입니까?[의견]","1. 영화관 방문 전에 관람할 영화를 미리 정해두는 편입니까?","1. 영화관 방문 전에 관람할 영화를 미리 정해두는 편입니까?[점수]","1. 영화관 방문 전에 관람할 영화를 미리 정해두는 편입니까?[의견]","2. 영화관에 갔을 때 상영 중인 영화의 종류가 충분히 다양하다고 느끼십니까?","2. 영화관에 갔을 때 상영 중인 영화의 종류가 충분히 다양하다고 느끼십니까?[점수]","2. 영화관에 갔을 때 상영 중인 영화의 종류가 충분히 다양하다고 느끼십니까?[의견]","3. 최근 1년 동안 보고싶었던 영화를 관람하지 못한 경험이 있습니까?","3. 최근 1년 동안 보고싶었던 영화를 관람하지 못한 경험이 있습니까?[점수]","3. 최근 1년 동안 보고싶었던 영화를 관람하지 못한 경험이 있습니까?[의견]","3-1. 3에서 '있다'를 선택했다면, 그 이유는 무엇입니까?","3-1. 3에서 '있다'를 선택했다면, 그 이유는 무엇입니까?[점수]","3-1. 3에서 '있다'를 선택했다면, 그 이유는 무엇입니까?[의견]","4. 영화관에서 영화를 선택할 때 상영 횟수는 얼마나 영향을 미칩니까?","4. 영화관에서 영화를 선택할 때 상영 횟수는 얼마나 영향을 미칩니까?[점수]","4. 영화관에서 영화를 선택할 때 상영 횟수는 얼마나 영향을 미칩니까?[의견]","5. 영화관에서 영화를 선택할 때 관람 가능한 시간대는 얼마나 영향을 미칩니까?","5. 영화관에서 영화를 선택할 때 관람 가능한 시간대는 얼마나 영향을 미칩니까?[점수]","5. 영화관에서 영화를 선택할 때 관람 가능한 시간대는 얼마나 영향을 미칩니까?[의견]","6. 현재 영화관의 상영 환경은 관객의 영화 선택권을 충분히 보장하고 있다고 생각하십니까?","6. 현재 영화관의 상영 환경은 관객의 영화 선택권을 충분히 보장하고 있다고 생각하십니까?[점수]","6. 현재 영화관의 상영 환경은 관객의 영화 선택권을 충분히 보장하고 있다고 생각하십니까?[의견]","7. 영화관에서 영화를 선택할 때 ""어차피 이 영화밖에 선택지가 없다""고 느낀 적이 있습니까?","7. 영화관에서 영화를 선택할 때 ""어차피 이 영화밖에 선택지가 없다""고 느낀 적이 있습니까?[점수]","7. 영화관에서 영화를 선택할 때 ""어차피 이 영화밖에 선택지가 없다""고 느낀 적이 있습니까?[의견]","1. 특정 영화가 지나치게 많은 상영관을 차지한다고 느낀 적이 있습니까?","1. 특정 영화가 지나치게 많은 상영관을 차지한다고 느낀 적이 있습니까?[점수]","1. 특정 영화가 지나치게 많은 상영관을 차지한다고 느낀 적이 있습니까?[의견]","2. 스크린 독과점이라는 용어를 들어본 적이 있습니까?","2. 스크린 독과점이라는 용어를 들어본 적이 있습니까?[점수]","2. 스크린 독과점이라는 용어를 들어본 적이 있습니까?[의견]","3. 흥행이 예상되는 영화가 많은 스크린을 확보하는 것이 자연스러운 현상이라고 생각하십니까?","3. 흥행이 예상되는 영화가 많은 스크린을 확보하는 것이 자연스러운 현상이라고 생각하십니까?[점수]","3. 흥행이 예상되는 영화가 많은 스크린을 확보하는 것이 자연스러운 현상이라고 생각하십니까?[의견]","3-1. 자연스러운 현상이라면, 어느정도까지 허용 가능하다고 생각하십니까?","3-1. 자연스러운 현상이라면, 어느정도까지 허용 가능하다고 생각하십니까?[점수]","3-1. 자연스러운 현상이라면, 어느정도까지 허용 가능하다고 생각하십니까?[의견]","4. 다양한 영화가 상영된다면 지금보다 더 자주 영화관을 방문할 의향이 있습니까?","4. 다양한 영화가 상영된다면 지금보다 더 자주 영화관을 방문할 의향이 있습니까?[점수]","4. 다양한 영화가 상영된다면 지금보다 더 자주 영화관을 방문할 의향이 있습니까?[의견]","5. 모든 영화의 상영 시간대가 동등하게 배정된다면 대형 상업 영화 외에도 다양한 작품을 관람할 의향이 있습니까?","5. 모든 영화의 상영 시간대가 동등하게 배정된다면 대형 상업 영화 외에도 다양한 작품을 관람할 의향이 있습니까?[점수]","5. 모든 영화의 상영 시간대가 동등하게 배정된다면 대형 상업 영화 외에도 다양한 작품을 관람할 의향이 있습니까?[의견]","6. 영화 다양성 확대를 위해 스크린 점유율 규제가 필요하다고 생각하십니까?","6. 영화 다양성 확대를 위해 스크린 점유율 규제가 필요하다고 생각하십니까?[점수]","6. 영화 다양성 확대를 위해 스크린 점유율 규제가 필요하다고 생각하십니까?[의견]","6-1. 필요하다면, 최대 점유율을 어느 정도로 설정해야한다고 생각하십니까?","6-1. 필요하다면, 최대 점유율을 어느 정도로 설정해야한다고 생각하십니까?[점수]","6-1. 필요하다면, 최대 점유율을 어느 정도로 설정해야한다고 생각하십니까?[의견]"
"2026/06/06 4:50:26 오후 GMT+9","0.00 / 0","1회","-- / 0","","장르","-- / 0","","1개월 이내","-- / 0","","군체","-- / 0","","평판이 좋아서(입소문이 나서)","-- / 0","","항상 그렇다","-- / 0","","그렇다","-- / 0","","있다","-- / 0","","상영중인 상영관이 멀어서","-- / 0","","어느 정도 영향을 미친다","-- / 0","","어느 정도 영향을 미친다","-- / 0","","그렇다","-- / 0","","거의 없다","-- / 0","","가끔 있다","-- / 0","","처음 들어본다","-- / 0","","보통이다","-- / 0","","30% 이하","-- / 0","","보통이다","-- / 0","","보통이다","-- / 0","","그렇다","-- / 0","","전체 스크린의 50% 이하","-- / 0",""
"2026/06/06 5:49:47 오후 GMT+9","0.00 / 0","0회","-- / 0","","지인추천","-- / 0","","1년 이상 전","-- / 0","","진격의거인 더 파이널","-- / 0","","좋아하는 감독, 배우의 작품이라서","-- / 0","","대체로 그렇다","-- / 0","","아니다","-- / 0","","없다","-- / 0","","","","","어느 정도 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇다","-- / 0","","매우 자주 있다","-- / 0","","자주 있다","-- / 0","","처음 들어본다","-- / 0","","매우 그렇다","-- / 0","","50% 이하","-- / 0","","보통이다","-- / 0","","있다","-- / 0","","보통이다","-- / 0","","전체 스크린의 50% 이하","-- / 0",""
"2026/06/06 5:52:27 오후 GMT+9","0.00 / 0","1회","-- / 0","","평점 및 후기","-- / 0","","1개월 이내","-- / 0","","군체","-- / 0","","시간대가 적절해서","-- / 0","","항상 그렇다","-- / 0","","아니다","-- / 0","","없다","-- / 0","","","","","어느 정도 영향을 미친다","-- / 0","","어느 정도 영향을 미친다","-- / 0","","그렇지 않다","-- / 0","","매우 자주 있다","-- / 0","","매우 자주 있다","-- / 0","","처음 들어본다","-- / 0","","매우 그렇다","-- / 0","","50% 이하","-- / 0","","매우 그렇다","-- / 0","","있다","-- / 0","","매우 그렇다","-- / 0","","전체 스크린의 60% 이하","-- / 0",""
"2026/06/06 5:55:02 오후 GMT+9","0.00 / 0","2-3회","-- / 0","","평점 및 후기","-- / 0","","1주일 이내","-- / 0","","백룸","-- / 0","","평판이 좋아서(입소문이 나서)","-- / 0","","항상 그렇다","-- / 0","","아니다","-- / 0","","있다","-- / 0","","상영중인 상영관이 멀어서","-- / 0","","보통이다","-- / 0","","어느 정도 영향을 미친다","-- / 0","","보통이다","-- / 0","","가끔 있다","-- / 0","","자주 있다","-- / 0","","들어본 적은 있다","-- / 0","","보통이다","-- / 0","","전체 스크린의 20% 이하","-- / 0","","매우 그렇다","-- / 0","","보통이다","-- / 0","","그렇다","-- / 0","","전체 스크린의 30% 이하","-- / 0",""
"2026/06/06 6:31:12 오후 GMT+9","0.00 / 0","0회","-- / 0","","장르","-- / 0","","3개월 이내","-- / 0","","프로젝트 헤일메리","-- / 0","","평판이 좋아서(입소문이 나서)","-- / 0","","항상 그렇다","-- / 0","","그렇다","-- / 0","","없다","-- / 0","","","","","거의 영향을 미치지 않는다","-- / 0","","거의 영향을 미치지 않는다","-- / 0","","그렇다","-- / 0","","거의 없다","-- / 0","","가끔 있다","-- / 0","","들어본 적은 있다","-- / 0","","매우 그렇다","-- / 0","","제한할 필요 없다","-- / 0","","전혀 아니다","-- / 0","","전혀 없다","-- / 0","","전혀 아니다","-- / 0","","전체 스크린의 60% 이하","-- / 0",""
"2026/06/06 6:31:16 오후 GMT+9","0.00 / 0","4-5회","-- / 0","","지인추천","-- / 0","","3개월 이내","-- / 0","","살목지","-- / 0","","평판이 좋아서(입소문이 나서)","-- / 0","","항상 그렇다","-- / 0","","보통이다","-- / 0","","있다","-- / 0","","상영이 종료되어서","-- / 0","","어느 정도 영향을 미친다","-- / 0","","어느 정도 영향을 미친다","-- / 0","","보통이다","-- / 0","","자주 있다","-- / 0","","매우 자주 있다","-- / 0","","들어본 적은 있다","-- / 0","","그렇다","-- / 0","","40% 이하","-- / 0","","그렇다","-- / 0","","보통이다","-- / 0","","그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
"2026/06/06 6:45:06 오후 GMT+9","0.00 / 0","0회","-- / 0","","장르","-- / 0","","3개월 이내","-- / 0","","스페셜즈","-- / 0","","좋아하는 감독, 배우의 작품이라서","-- / 0","","항상 그렇다","-- / 0","","그렇다","-- / 0","","있다","-- / 0","","원하는 작품이 한국에서 상영하지 않아서","-- / 0","","매우 크게 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇다","-- / 0","","매우 자주 있다","-- / 0","","자주 있다","-- / 0","","처음 들어본다","-- / 0","","매우 그렇다","-- / 0","","30% 이하","-- / 0","","매우 그렇다","-- / 0","","매우 있다","-- / 0","","그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
"2026/06/06 6:57:38 오후 GMT+9","0.00 / 0","1회","-- / 0","","평점 및 후기","-- / 0","","1주일 이내","-- / 0","","군체","-- / 0","","좋아하는 감독, 배우의 작품이라서","-- / 0","","항상 그렇다","-- / 0","","아니다","-- / 0","","있다","-- / 0","","원하는 상영 시간대가 없어서","-- / 0","","어느 정도 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇지 않다","-- / 0","","거의 없다","-- / 0","","자주 있다","-- / 0","","잘 알고 있다","-- / 0","","그렇다","-- / 0","","30% 이하","-- / 0","","그렇다","-- / 0","","있다","-- / 0","","그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
"2026/06/06 7:46:21 오후 GMT+9","0.00 / 0","2-3회","-- / 0","","장르","-- / 0","","1개월 이내","-- / 0","","군체","-- / 0","","좋아하는 감독, 배우의 작품이라서","-- / 0","","항상 그렇다","-- / 0","","보통이다","-- / 0","","있다","-- / 0","","상영이 종료되어서","-- / 0","","매우 크게 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇지 않다","-- / 0","","자주 있다","-- / 0","","자주 있다","-- / 0","","잘 알고 있다","-- / 0","","그렇다","-- / 0","","40% 이하","-- / 0","","매우 그렇다","-- / 0","","매우 있다","-- / 0","","매우 그렇다","-- / 0","","전체 스크린의 50% 이하","-- / 0",""
"2026/06/06 9:04:04 오후 GMT+9","0.00 / 0","1회","-- / 0","","장르","-- / 0","","3개월 이내","-- / 0","","프로젝트 헤일메리","-- / 0","","좋아하는 감독, 배우의 작품이라서","-- / 0","","항상 그렇다","-- / 0","","전혀아니다","-- / 0","","있다","-- / 0","","상영중인 상영관이 멀어서","-- / 0","","매우 크게 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇지 않다","-- / 0","","매우 자주 있다","-- / 0","","매우 자주 있다","-- / 0","","들어본 적은 있다","-- / 0","","그렇다","-- / 0","","30% 이하","-- / 0","","보통이다","-- / 0","","보통이다","-- / 0","","그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
"2026/06/06 10:04:19 오후 GMT+9","0.00 / 0","1회","-- / 0","","평점 및 후기","-- / 0","","3개월 이내","-- / 0","","왕과 사는 남자","-- / 0","","평판이 좋아서(입소문이 나서)","-- / 0","","대체로 그렇다","-- / 0","","보통이다","-- / 0","","없다","-- / 0","","","","","매우 크게 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇지 않다","-- / 0","","자주 있다","-- / 0","","자주 있다","-- / 0","","들어본 적은 있다","-- / 0","","아니다","-- / 0","","전체 스크린의 20% 이하","-- / 0","","보통이다","-- / 0","","있다","-- / 0","","매우 그렇다","-- / 0","","전체 스크린의 30% 이하","-- / 0",""
"2026/06/06 10:05:52 오후 GMT+9","0.00 / 0","2-3회","-- / 0","","장르","-- / 0","","3개월 이내","-- / 0","","왕과 사는 남자 ","-- / 0","","좋아하는 감독, 배우의 작품이라서","-- / 0","","대체로 그렇다","-- / 0","","보통이다","-- / 0","","있다","-- / 0","","상영이 종료되어서","-- / 0","","매우 크게 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","그렇지 않다","-- / 0","","가끔 있다","-- / 0","","매우 자주 있다","-- / 0","","잘 알고 있다","-- / 0","","매우 그렇다","-- / 0","","40% 이하","-- / 0","","매우 그렇다","-- / 0","","매우 있다","-- / 0","","매우 그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
"2026/06/06 10:06:54 오후 GMT+9","0.00 / 0","2-3회","-- / 0","","평점 및 후기","-- / 0","","1개월 이내","-- / 0","","군체","-- / 0","","동행인의 선택에 따라서","-- / 0","","대체로 그렇다","-- / 0","","아니다","-- / 0","","있다","-- / 0","","원하는 상영 시간대가 없어서","-- / 0","","어느 정도 영향을 미친다","-- / 0","","매우 크게 영향을 미친다","-- / 0","","보통이다","-- / 0","","자주 있다","-- / 0","","자주 있다","-- / 0","","잘 알고 있다","-- / 0","","매우 그렇다","-- / 0","","40% 이하","-- / 0","","매우 그렇다","-- / 0","","보통이다","-- / 0","","그렇다","-- / 0","","전체 스크린의 50% 이하","-- / 0",""
"2026/06/06 10:13:53 오후 GMT+9","0.00 / 0","1회","-- / 0","","평점 및 후기","-- / 0","","3개월 이내","-- / 0","","만약에 우리","-- / 0","","시간대가 적절해서","-- / 0","","대체로 그렇다","-- / 0","","아니다","-- / 0","","있다","-- / 0","","원하는 상영 시간대가 없어서","-- / 0","","어느 정도 영향을 미친다","-- / 0","","보통이다","-- / 0","","그렇지 않다","-- / 0","","자주 있다","-- / 0","","자주 있다","-- / 0","","들어본 적은 있다","-- / 0","","보통이다","-- / 0","","40% 이하","-- / 0","","그렇다","-- / 0","","매우 있다","-- / 0","","매우 그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
"2026/06/07 11:36:20 오전 GMT+9","0.00 / 0","1회","-- / 0","","평점 및 후기","-- / 0","","1개월 이내","-- / 0","","군체","-- / 0","","동행인의 선택에 따라서","-- / 0","","항상 그렇다","-- / 0","","아니다","-- / 0","","없다","-- / 0","","","","","어느 정도 영향을 미친다","-- / 0","","어느 정도 영향을 미친다","-- / 0","","보통이다","-- / 0","","거의 없다","-- / 0","","가끔 있다","-- / 0","","들어본 적은 있다","-- / 0","","보통이다","-- / 0","","","","","그렇다","-- / 0","","있다","-- / 0","","그렇다","-- / 0","","전체 스크린의 40% 이하","-- / 0",""
